,y_pred,y_pred_fwd,delta_2h,T_set_adjust,Kp_mult,Ki_mult,Kd_mult,T_set
2024-07-30 15:30:00,21.554385569056052,20.272046799610017,-1.282338769446035,0.5,1.2,1.1,1.0,22.5
2024-07-30 16:00:00,21.22079548219987,20.779266463255556,-0.44152901894431196,0.2,1.1,1.05,1.0,22.2
2024-07-30 16:30:00,20.842408967759923,20.423905774104746,-0.41850319365517663,0.2,1.1,1.05,1.0,22.2
2024-07-30 17:00:00,20.537824423600807,20.754665215371762,0.21684079177095583,0.0,1.0,1.0,1.0,22.0
2024-07-30 17:30:00,20.272046799610017,20.55499299701999,0.2829461974099736,0.0,1.0,1.0,1.0,22.0
2024-07-30 18:00:00,20.779266463255556,19.525551318779183,-1.2537151444763737,0.5,1.2,1.1,1.0,22.5
2024-07-30 18:30:00,20.423905774104746,19.293778942175805,-1.1301268319289406,0.5,1.2,1.1,1.0,22.5
2024-07-30 19:00:00,20.754665215371762,18.568615904535825,-2.186049310835937,0.5,1.2,1.1,1.0,22.5
2024-07-30 19:30:00,20.55499299701999,18.34895903194927,-2.20603396507072,0.5,1.2,1.1,1.0,22.5
2024-07-30 20:00:00,19.525551318779183,18.25427645040593,-1.2712748683732542,0.5,1.2,1.1,1.0,22.5
2024-07-30 20:30:00,19.293778942175805,18.140737644396484,-1.1530412977793212,0.5,1.2,1.1,1.0,22.5
2024-07-30 21:00:00,18.568615904535825,18.169367071125187,-0.3992488334106383,0.2,1.1,1.05,1.0,22.2
2024-07-30 21:30:00,18.34895903194927,18.358179487397276,0.009220455448005538,0.0,1.0,1.0,1.0,22.0
2024-07-30 22:00:00,18.25427645040593,19.16392787583397,0.9096514254280414,-0.2,0.9,0.9,1.1,21.8
2024-07-30 22:30:00,18.140737644396484,19.151119559496074,1.0103819150995896,-0.5,0.8,0.8,1.2,21.5
2024-07-30 23:00:00,18.169367071125187,19.27700849666701,1.1076414255418214,-0.5,0.8,0.8,1.2,21.5
2024-07-30 23:30:00,18.358179487397276,19.52085824205836,1.1626787546610835,-0.5,0.8,0.8,1.2,21.5
2024-07-31 00:00:00,19.16392787583397,19.696996835832476,0.5330689599985057,-0.2,0.9,0.9,1.1,21.8
2024-07-31 00:30:00,19.151119559496074,20.02367123046645,0.8725516709703776,-0.2,0.9,0.9,1.1,21.8
2024-07-31 01:00:00,19.27700849666701,20.359820244721664,1.082811748054656,-0.5,0.8,0.8,1.2,21.5
2024-07-31 01:30:00,19.52085824205836,20.687134568428778,1.1662763263704186,-0.5,0.8,0.8,1.2,21.5
2024-07-31 02:00:00,19.696996835832476,21.050996733502075,1.353999897669599,-0.5,0.8,0.8,1.2,21.5
2024-07-31 02:30:00,20.02367123046645,21.406750596556794,1.3830793660903424,-0.5,0.8,0.8,1.2,21.5
2024-07-31 03:00:00,20.359820244721664,21.834534002385027,1.4747137576633627,-0.5,0.8,0.8,1.2,21.5
2024-07-31 03:30:00,20.687134568428778,22.18062418930284,1.4934896208740618,-0.5,0.8,0.8,1.2,21.5
2024-07-31 04:00:00,21.050996733502075,22.57635064335239,1.5253539098503168,-0.5,0.8,0.8,1.2,21.5
2024-07-31 04:30:00,21.406750596556794,22.89790520844166,1.4911546118848662,-0.5,0.8,0.8,1.2,21.5
2024-07-31 05:00:00,21.834534002385027,23.252456743473726,1.4179227410886988,-0.5,0.8,0.8,1.2,21.5
2024-07-31 05:30:00,22.18062418930284,23.51438129576141,1.3337571064585703,-0.5,0.8,0.8,1.2,21.5
2024-07-31 06:00:00,22.57635064335239,24.65524322166347,2.078892578311077,-0.5,0.8,0.8,1.2,21.5
2024-07-31 06:30:00,22.89790520844166,24.87423123965766,1.9763260312160007,-0.5,0.8,0.8,1.2,21.5
2024-07-31 07:00:00,23.252456743473726,25.848095984029477,2.5956392405557516,-0.5,0.8,0.8,1.2,21.5
2024-07-31 07:30:00,23.51438129576141,26.00865857439383,2.4942772786324205,-0.5,0.8,0.8,1.2,21.5
2024-07-31 08:00:00,24.65524322166347,25.29042437366717,0.6351811520037032,-0.2,0.9,0.9,1.1,21.8
2024-07-31 08:30:00,24.87423123965766,25.30057873552031,0.4263474958626503,-0.2,0.9,0.9,1.1,21.8
2024-07-31 09:00:00,25.848095984029477,24.519793343512266,-1.3283026405172116,0.5,1.2,1.1,1.0,22.5
2024-07-31 09:30:00,26.00865857439383,24.523623295963475,-1.485035278430356,0.5,1.2,1.1,1.0,22.5
2024-07-31 10:00:00,25.29042437366717,25.171276054430127,-0.11914831923704483,0.0,1.0,1.0,1.0,22.0
2024-07-31 10:30:00,25.30057873552031,25.064538404032746,-0.23604033148756542,0.0,1.0,1.0,1.0,22.0
2024-07-31 11:00:00,24.519793343512266,25.65529111375242,1.1354977702401534,-0.5,0.8,0.8,1.2,21.5
2024-07-31 11:30:00,24.523623295963475,25.50692615581118,0.9833028598477043,-0.2,0.9,0.9,1.1,21.8
2024-07-31 12:00:00,25.171276054430127,24.40469666839705,-0.7665793860330758,0.2,1.1,1.05,1.0,22.2
2024-07-31 12:30:00,25.064538404032746,24.09801338211125,-0.9665250219214947,0.2,1.1,1.05,1.0,22.2
2024-07-31 13:00:00,25.65529111375242,23.0586277703524,-2.596663343400021,0.5,1.2,1.1,1.0,22.5
2024-07-31 13:30:00,25.50692615581118,22.834600299944363,-2.6723258558668164,0.5,1.2,1.1,1.0,22.5
2024-07-31 14:00:00,24.40469666839705,22.514771592213695,-1.8899250761833564,0.5,1.2,1.1,1.0,22.5
2024-07-31 14:30:00,24.09801338211125,22.11481343403823,-1.9831999480730218,0.5,1.2,1.1,1.0,22.5
2024-07-31 15:00:00,23.0586277703524,21.81249720056982,-1.2461305697825793,0.5,1.2,1.1,1.0,22.5
2024-07-31 15:30:00,22.834600299944363,21.392965717908268,-1.4416345820360945,0.5,1.2,1.1,1.0,22.5
2024-07-31 16:00:00,22.514771592213695,21.899790785330445,-0.6149808068832492,0.2,1.1,1.05,1.0,22.2
2024-07-31 16:30:00,22.11481343403823,21.52107610269367,-0.5937373313445597,0.2,1.1,1.05,1.0,22.2
2024-07-31 17:00:00,21.81249720056982,21.896546536088074,0.08404933551825522,0.0,1.0,1.0,1.0,22.0
2024-07-31 17:30:00,21.392965717908268,21.558700484508996,0.16573476660072828,0.0,1.0,1.0,1.0,22.0
2024-07-31 18:00:00,21.899790785330445,20.36768886254039,-1.532101922790055,0.5,1.2,1.1,1.0,22.5
2024-07-31 18:30:00,21.52107610269367,20.199333618924967,-1.321742483768702,0.5,1.2,1.1,1.0,22.5
2024-07-31 19:00:00,21.896546536088074,19.348510009590573,-2.5480365264975013,0.5,1.2,1.1,1.0,22.5
2024-07-31 19:30:00,21.558700484508996,19.210665536499885,-2.3480349480091114,0.5,1.2,1.1,1.0,22.5
2024-07-31 20:00:00,20.36768886254039,19.09498148266838,-1.2727073798720099,0.5,1.2,1.1,1.0,22.5
2024-07-31 20:30:00,20.199333618924967,19.016507866587453,-1.1828257523375143,0.5,1.2,1.1,1.0,22.5
2024-07-31 21:00:00,19.348510009590573,19.05613561320832,-0.2923743963822538,0.0,1.0,1.0,1.0,22.0
2024-07-31 21:30:00,19.210665536499885,19.06409917897376,-0.146566357526126,0.0,1.0,1.0,1.0,22.0
